ID,SensorType,Temperature,Status
370,Thermocouple,25.70,Outlier
370,RTD,-29.00,Outlier
370,Thermo-Optical,479.60,Outlier
370,Thermo-Acoustic,75.00,Outlier
371,Thermocouple,25.57,Outlier
371,RTD,-23.00,Outlier
371,Thermo-Optical,544.93,Outlier
371,Thermo-Acoustic,25.00,Outlier
372,Thermocouple,25.62,Outlier
372,RTD,-14.00,Outlier
372,Thermo-Optical,572.96,Outlier
372,Thermo-Acoustic,100.00,Outlier
373,Thermocouple,25.71,Outlier
373,RTD,-10.00,Outlier
373,Thermo-Optical,544.93,Outlier
373,Thermo-Acoustic,75.00,Outlier
374,Thermocouple,25.57,Outlier
374,RTD,-34.00,Outlier
374,Thermo-Optical,529.12,Outlier
374,Thermo-Acoustic,100.00,Outlier
375,Thermocouple,25.68,Outlier
375,RTD,-48.00,Outlier
375,Thermo-Optical,450.39,Outlier
375,Thermo-Acoustic,75.00,Outlier
376,Thermocouple,25.70,Outlier
376,RTD,-47.00,Outlier
376,Thermo-Optical,433.37,Outlier
376,Thermo-Acoustic,150.00,Outlier
377,Thermocouple,25.66,Outlier
377,RTD,-12.00,Outlier
377,Thermo-Optical,433.37,Outlier
377,Thermo-Acoustic,225.00,Outlier
378,Thermocouple,25.64,Outlier
378,RTD,-30.00,Outlier
378,Thermo-Optical,508.05,Outlier
378,Thermo-Acoustic,50.00,Outlier
379,Thermocouple,25.64,Outlier
379,RTD,-48.00,Outlier
379,Thermo-Optical,492.40,Outlier
379,Thermo-Acoustic,75.00,Outlier
380,Thermocouple,25.66,Outlier
380,RTD,44.00,Outlier
380,Thermo-Optical,455.66,Outlier
380,Thermo-Acoustic,150.00,Outlier
381,Thermocouple,25.61,Outlier
381,RTD,-11.00,Outlier
381,Thermo-Optical,550.88,Outlier
381,Thermo-Acoustic,75.00,Outlier
382,Thermocouple,25.53,Outlier
382,RTD,40.00,Outlier
382,Thermo-Optical,535.61,Outlier
382,Thermo-Acoustic,225.00,Outlier
383,Thermocouple,25.56,Outlier
383,RTD,-29.00,Outlier
383,Thermo-Optical,572.96,Outlier
383,Thermo-Acoustic,225.00,Outlier
384,Thermocouple,25.66,Outlier
384,RTD,-25.00,Outlier
384,Thermo-Optical,470.46,Outlier
384,Thermo-Acoustic,100.00,Outlier
385,Thermocouple,25.57,Outlier
385,RTD,-5.00,Outlier
385,Thermo-Optical,567.68,Outlier
385,Thermo-Acoustic,100.00,Outlier
386,Thermocouple,25.64,Outlier
386,RTD,-15.00,Outlier
386,Thermo-Optical,492.40,Outlier
386,Thermo-Acoustic,250.00,Outlier
387,Thermocouple,25.60,Outlier
387,RTD,16.00,Outlier
387,Thermo-Optical,583.11,Outlier
387,Thermo-Acoustic,50.00,Outlier
388,Thermocouple,25.71,Outlier
388,RTD,-39.00,Outlier
388,Thermo-Optical,475.09,Outlier
388,Thermo-Acoustic,100.00,Outlier
389,Thermocouple,25.59,Outlier
389,RTD,18.00,Outlier
389,Thermo-Optical,374.14,Outlier
389,Thermo-Acoustic,25.00,Outlier
390,Thermocouple,25.57,Outlier
390,RTD,-30.00,Outlier
390,Thermo-Optical,572.96,Outlier
390,Thermo-Acoustic,250.00,Outlier
391,Thermocouple,25.60,Outlier
391,RTD,-50.00,Outlier
391,Thermo-Optical,465.68,Outlier
391,Thermo-Acoustic,200.00,Outlier
392,Thermocouple,25.51,Outlier
392,RTD,-49.00,Outlier
392,Thermo-Optical,374.14,Outlier
392,Thermo-Acoustic,175.00,Outlier
393,Thermocouple,25.65,Outlier
393,RTD,-39.00,Outlier
393,Thermo-Optical,500.41,Outlier
393,Thermo-Acoustic,75.00,Outlier
394,Thermocouple,25.56,Outlier
394,RTD,35.00,Outlier
394,Thermo-Optical,575.55,Outlier
394,Thermo-Acoustic,100.00,Outlier
395,Thermocouple,25.58,Outlier
395,RTD,49.00,Outlier
395,Thermo-Optical,538.77,Outlier
395,Thermo-Acoustic,50.00,Outlier
396,Thermocouple,25.66,Outlier
396,RTD,-41.00,Outlier
396,Thermo-Optical,532.39,Outlier
396,Thermo-Acoustic,175.00,Valid
397,Thermocouple,25.61,Outlier
397,RTD,-42.00,Outlier
397,Thermo-Optical,518.90,Outlier
397,Thermo-Acoustic,150.00,Outlier
398,Thermocouple,25.60,Outlier
398,RTD,3.00,Outlier
398,Thermo-Optical,572.96,Outlier
398,Thermo-Acoustic,200.00,Valid
399,Thermocouple,25.68,Outlier
399,RTD,26.00,Outlier
399,Thermo-Optical,515.36,Outlier
399,Thermo-Acoustic,225.00,Outlier
400,Thermocouple,25.68,Outlier
400,RTD,17.00,Outlier
400,Thermo-Optical,556.65,Outlier
400,Thermo-Acoustic,75.00,Outlier
401,Thermocouple,25.54,Outlier
401,RTD,-2.00,Outlier
401,Thermo-Optical,525.78,Outlier
401,Thermo-Acoustic,200.00,Outlier
402,Thermocouple,25.70,Outlier
402,RTD,-2.00,Outlier
402,Thermo-Optical,399.51,Outlier
402,Thermo-Acoustic,100.00,Outlier
403,Thermocouple,25.65,Outlier
403,RTD,3.00,Outlier
403,Thermo-Optical,572.96,Outlier
403,Thermo-Acoustic,225.00,Outlier
404,Thermocouple,25.51,Outlier
404,RTD,46.00,Outlier
404,Thermo-Optical,492.40,Outlier
404,Thermo-Acoustic,100.00,Outlier
405,Thermocouple,25.56,Outlier
405,RTD,-11.00,Outlier
405,Thermo-Optical,538.77,Outlier
405,Thermo-Acoustic,75.00,Outlier
406,Thermocouple,25.54,Outlier
406,RTD,45.00,Outlier
406,Thermo-Optical,550.88,Outlier
406,Thermo-Acoustic,75.00,Outlier
407,Thermocouple,25.56,Outlier
407,RTD,31.00,Outlier
407,Thermo-Optical,450.39,Outlier
407,Thermo-Acoustic,25.00,Outlier
408,Thermocouple,25.63,Outlier
408,RTD,-12.00,Outlier
408,Thermo-Optical,465.68,Outlier
408,Thermo-Acoustic,175.00,Outlier
409,Thermocouple,25.50,Outlier
409,RTD,-11.00,Outlier
409,Thermo-Optical,496.45,Outlier
409,Thermo-Acoustic,150.00,Outlier
410,Thermocouple,25.54,Outlier
410,RTD,0.00,Outlier
410,Thermo-Optical,529.12,Outlier
410,Thermo-Acoustic,100.00,Outlier
411,Thermocouple,25.67,Outlier
411,RTD,-35.00,Outlier
411,Thermo-Optical,515.36,Outlier
411,Thermo-Acoustic,100.00,Outlier
412,Thermocouple,25.50,Outlier
412,RTD,-44.00,Outlier
412,Thermo-Optical,553.79,Outlier
412,Thermo-Acoustic,225.00,Outlier
413,Thermocouple,25.60,Outlier
413,RTD,31.00,Outlier
413,Thermo-Optical,420.79,Outlier
413,Thermo-Acoustic,75.00,Outlier
414,Thermocouple,25.58,Outlier
414,RTD,14.00,Outlier
414,Thermo-Optical,465.68,Outlier
414,Thermo-Acoustic,175.00,Valid
415,Thermocouple,25.67,Outlier
415,RTD,9.00,Outlier
415,Thermo-Optical,522.37,Outlier
415,Thermo-Acoustic,175.00,Outlier
416,Thermocouple,25.60,Outlier
416,RTD,6.00,Outlier
416,Thermo-Optical,492.40,Outlier
416,Thermo-Acoustic,175.00,Valid
417,Thermocouple,25.68,Outlier
417,RTD,-12.00,Outlier
417,Thermo-Optical,475.09,Outlier
417,Thermo-Acoustic,100.00,Outlier
418,Thermocouple,25.63,Outlier
418,RTD,-9.00,Outlier
418,Thermo-Optical,433.37,Outlier
418,Thermo-Acoustic,25.00,Outlier
419,Thermocouple,25.59,Outlier
419,RTD,-40.00,Outlier
419,Thermo-Optical,578.10,Outlier
419,Thermo-Acoustic,200.00,Outlier
420,Thermocouple,25.61,Outlier
420,RTD,-1.00,Outlier
420,Thermo-Optical,575.55,Outlier
420,Thermo-Acoustic,150.00,Outlier
421,Thermocouple,25.70,Outlier
421,RTD,36.00,Outlier
421,Thermo-Optical,508.05,Outlier
421,Thermo-Acoustic,200.00,Outlier
422,Thermocouple,25.73,Outlier
422,RTD,19.00,Outlier
422,Thermo-Optical,450.39,Outlier
422,Thermo-Acoustic,100.00,Outlier
423,Thermocouple,25.58,Outlier
423,RTD,0.00,Outlier
423,Thermo-Optical,504.27,Outlier
423,Thermo-Acoustic,75.00,Outlier
424,Thermocouple,25.66,Outlier
424,RTD,-39.00,Outlier
424,Thermo-Optical,414.06,Outlier
424,Thermo-Acoustic,250.00,Outlier
425,Thermocouple,25.54,Outlier
425,RTD,49.00,Outlier
425,Thermo-Optical,500.41,Outlier
425,Thermo-Acoustic,200.00,Outlier
426,Thermocouple,25.54,Outlier
426,RTD,37.00,Outlier
426,Thermo-Optical,450.39,Outlier
426,Thermo-Acoustic,150.00,Outlier
427,Thermocouple,25.54,Outlier
427,RTD,-16.00,Outlier
427,Thermo-Optical,470.46,Outlier
427,Thermo-Acoustic,75.00,Outlier
428,Thermocouple,25.53,Outlier
428,RTD,-20.00,Outlier
428,Thermo-Optical,470.46,Outlier
428,Thermo-Acoustic,150.00,Outlier
429,Thermocouple,25.52,Outlier
429,RTD,-5.00,Outlier
429,Thermo-Optical,500.41,Outlier
429,Thermo-Acoustic,50.00,Outlier
430,Thermocouple,25.51,Outlier
430,RTD,-12.00,Outlier
430,Thermo-Optical,550.88,Outlier
430,Thermo-Acoustic,225.00,Outlier
431,Thermocouple,25.64,Outlier
431,RTD,15.00,Outlier
431,Thermo-Optical,538.77,Outlier
431,Thermo-Acoustic,225.00,Outlier
432,Thermocouple,25.60,Outlier
432,RTD,-34.00,Outlier
432,Thermo-Optical,508.05,Outlier
432,Thermo-Acoustic,125.00,Outlier
433,Thermocouple,25.66,Outlier
433,RTD,1.00,Outlier
433,Thermo-Optical,391.59,Outlier
433,Thermo-Acoustic,175.00,Outlier
434,Thermocouple,25.64,Outlier
434,RTD,-42.00,Outlier
434,Thermo-Optical,580.62,Outlier
434,Thermo-Acoustic,175.00,Outlier
435,Thermocouple,25.56,Outlier
435,RTD,33.00,Outlier
435,Thermo-Optical,460.75,Outlier
435,Thermo-Acoustic,50.00,Outlier
436,Thermocouple,25.68,Outlier
436,RTD,19.00,Outlier
436,Thermo-Optical,547.93,Outlier
436,Thermo-Acoustic,250.00,Outlier
437,Thermocouple,25.52,Outlier
437,RTD,38.00,Outlier
437,Thermo-Optical,455.66,Outlier
437,Thermo-Acoustic,150.00,Outlier
438,Thermocouple,25.67,Outlier
438,RTD,-31.00,Outlier
438,Thermo-Optical,556.65,Outlier
438,Thermo-Acoustic,25.00,Outlier
439,Thermocouple,25.64,Outlier
439,RTD,7.00,Outlier
439,Thermo-Optical,496.45,Outlier
439,Thermo-Acoustic,175.00,Valid
440,Thermocouple,25.62,Outlier
440,RTD,-47.00,Outlier
440,Thermo-Optical,564.99,Outlier
440,Thermo-Acoustic,100.00,Outlier
441,Thermocouple,25.53,Outlier
441,RTD,35.00,Outlier
441,Thermo-Optical,572.96,Outlier
441,Thermo-Acoustic,50.00,Outlier
442,Thermocouple,25.65,Outlier
442,RTD,32.00,Outlier
442,Thermo-Optical,504.27,Outlier
442,Thermo-Acoustic,75.00,Outlier
443,Thermocouple,25.59,Outlier
443,RTD,7.00,Outlier
443,Thermo-Optical,383.16,Outlier
443,Thermo-Acoustic,100.00,Outlier
444,Thermocouple,25.58,Outlier
444,RTD,-40.00,Outlier
444,Thermo-Optical,522.37,Outlier
444,Thermo-Acoustic,25.00,Outlier
445,Thermocouple,25.56,Outlier
445,RTD,27.00,Outlier
445,Thermo-Optical,567.68,Outlier
445,Thermo-Acoustic,25.00,Outlier
446,Thermocouple,25.61,Outlier
446,RTD,-7.00,Outlier
446,Thermo-Optical,564.99,Outlier
446,Thermo-Acoustic,50.00,Outlier
447,Thermocouple,25.63,Outlier
447,RTD,-8.00,Outlier
447,Thermo-Optical,406.98,Outlier
447,Thermo-Acoustic,175.00,Outlier
448,Thermocouple,25.72,Outlier
448,RTD,6.00,Outlier
448,Thermo-Optical,455.66,Outlier
448,Thermo-Acoustic,200.00,Outlier
449,Thermocouple,25.70,Outlier
449,RTD,21.00,Outlier
449,Thermo-Optical,460.75,Outlier
449,Thermo-Acoustic,25.00,Outlier
450,Thermocouple,25.70,Outlier
450,RTD,17.00,Outlier
450,Thermo-Optical,460.75,Outlier
450,Thermo-Acoustic,225.00,Outlier
451,Thermocouple,25.62,Outlier
451,RTD,-23.00,Outlier
451,Thermo-Optical,500.41,Outlier
451,Thermo-Acoustic,25.00,Outlier
452,Thermocouple,25.68,Outlier
452,RTD,-37.00,Outlier
452,Thermo-Optical,532.39,Outlier
452,Thermo-Acoustic,200.00,Outlier
453,Thermocouple,25.57,Outlier
453,RTD,-5.00,Outlier
453,Thermo-Optical,406.98,Outlier
453,Thermo-Acoustic,250.00,Outlier
454,Thermocouple,25.64,Outlier
454,RTD,18.00,Outlier
454,Thermo-Optical,562.25,Outlier
454,Thermo-Acoustic,75.00,Outlier
455,Thermocouple,25.60,Outlier
455,RTD,26.00,Outlier
455,Thermo-Optical,511.74,Outlier
455,Thermo-Acoustic,75.00,Outlier
456,Thermocouple,25.71,Outlier
456,RTD,-4.00,Outlier
456,Thermo-Optical,450.39,Outlier
456,Thermo-Acoustic,200.00,Outlier
457,Thermocouple,25.56,Outlier
457,RTD,-43.00,Outlier
457,Thermo-Optical,559.47,Outlier
457,Thermo-Acoustic,25.00,Outlier
458,Thermocouple,25.59,Outlier
458,RTD,27.00,Outlier
458,Thermo-Optical,391.59,Outlier
458,Thermo-Acoustic,175.00,Outlier
459,Thermocouple,25.55,Outlier
459,RTD,16.00,Outlier
459,Thermo-Optical,580.62,Outlier
459,Thermo-Acoustic,200.00,Outlier
460,Thermocouple,25.59,Outlier
460,RTD,7.00,Outlier
460,Thermo-Optical,564.99,Outlier
460,Thermo-Acoustic,25.00,Outlier
461,Thermocouple,25.67,Outlier
461,RTD,45.00,Outlier
461,Thermo-Optical,575.55,Outlier
461,Thermo-Acoustic,25.00,Outlier
462,Thermocouple,25.67,Outlier
462,RTD,-18.00,Outlier
462,Thermo-Optical,518.90,Outlier
462,Thermo-Acoustic,125.00,Outlier
463,Thermocouple,25.52,Outlier
463,RTD,1.00,Outlier
463,Thermo-Optical,544.93,Outlier
463,Thermo-Acoustic,25.00,Outlier
464,Thermocouple,25.53,Outlier
464,RTD,49.00,Outlier
464,Thermo-Optical,515.36,Outlier
464,Thermo-Acoustic,50.00,Outlier
465,Thermocouple,25.52,Outlier
465,RTD,-16.00,Outlier
465,Thermo-Optical,427.22,Outlier
465,Thermo-Acoustic,50.00,Outlier
466,Thermocouple,25.57,Outlier
466,RTD,28.00,Outlier
466,Thermo-Optical,535.61,Outlier
466,Thermo-Acoustic,250.00,Outlier
467,Thermocouple,25.68,Outlier
467,RTD,-31.00,Outlier
467,Thermo-Optical,572.96,Outlier
467,Thermo-Acoustic,200.00,Outlier
468,Thermocouple,25.57,Outlier
468,RTD,30.00,Outlier
468,Thermo-Optical,547.93,Outlier
468,Thermo-Acoustic,250.00,Outlier
469,Thermocouple,25.50,Outlier
469,RTD,19.00,Outlier
469,Thermo-Optical,508.05,Outlier
469,Thermo-Acoustic,50.00,Outlier
470,Thermocouple,25.59,Outlier
470,RTD,-22.00,Outlier
470,Thermo-Optical,515.36,Outlier
470,Thermo-Acoustic,100.00,Outlier
471,Thermocouple,25.61,Outlier
471,RTD,44.00,Outlier
471,Thermo-Optical,427.22,Outlier
471,Thermo-Acoustic,125.00,Outlier
472,Thermocouple,25.56,Outlier
472,RTD,7.00,Outlier
472,Thermo-Optical,374.14,Outlier
472,Thermo-Acoustic,200.00,Outlier
473,Thermocouple,25.57,Outlier
473,RTD,42.00,Outlier
473,Thermo-Optical,575.55,Outlier
473,Thermo-Acoustic,225.00,Outlier
474,Thermocouple,25.57,Outlier
474,RTD,41.00,Outlier
474,Thermo-Optical,470.46,Outlier
474,Thermo-Acoustic,50.00,Outlier
475,Thermocouple,25.57,Outlier
475,RTD,13.00,Outlier
475,Thermo-Optical,570.34,Outlier
475,Thermo-Acoustic,225.00,Outlier
476,Thermocouple,25.51,Outlier
476,RTD,-50.00,Outlier
476,Thermo-Optical,433.37,Outlier
476,Thermo-Acoustic,100.00,Outlier
477,Thermocouple,25.57,Outlier
477,RTD,-9.00,Outlier
477,Thermo-Optical,470.46,Outlier
477,Thermo-Acoustic,225.00,Outlier
478,Thermocouple,25.58,Outlier
478,RTD,-47.00,Outlier
478,Thermo-Optical,511.74,Outlier
478,Thermo-Acoustic,175.00,Outlier
479,Thermocouple,25.53,Outlier
479,RTD,21.00,Outlier
479,Thermo-Optical,504.27,Outlier
479,Thermo-Acoustic,25.00,Outlier
480,Thermocouple,25.67,Outlier
480,RTD,35.00,Outlier
480,Thermo-Optical,470.46,Outlier
480,Thermo-Acoustic,225.00,Outlier
481,Thermocouple,25.58,Outlier
481,RTD,43.00,Outlier
481,Thermo-Optical,475.09,Outlier
481,Thermo-Acoustic,175.00,Valid
482,Thermocouple,25.72,Outlier
482,RTD,5.00,Outlier
482,Thermo-Optical,455.66,Outlier
482,Thermo-Acoustic,150.00,Outlier
483,Thermocouple,25.62,Outlier
483,RTD,-1.00,Outlier
483,Thermo-Optical,564.99,Outlier
483,Thermo-Acoustic,250.00,Outlier
484,Thermocouple,25.55,Outlier
484,RTD,-24.00,Outlier
484,Thermo-Optical,572.96,Outlier
484,Thermo-Acoustic,250.00,Outlier
485,Thermocouple,25.65,Outlier
485,RTD,42.00,Outlier
485,Thermo-Optical,515.36,Outlier
485,Thermo-Acoustic,50.00,Outlier
486,Thermocouple,25.63,Outlier
486,RTD,-27.00,Outlier
486,Thermo-Optical,532.39,Outlier
486,Thermo-Acoustic,100.00,Outlier
487,Thermocouple,25.58,Outlier
487,RTD,-2.00,Outlier
487,Thermo-Optical,553.79,Outlier
487,Thermo-Acoustic,150.00,Outlier
488,Thermocouple,25.65,Outlier
488,RTD,17.00,Outlier
488,Thermo-Optical,522.37,Outlier
488,Thermo-Acoustic,50.00,Outlier
489,Thermocouple,25.71,Outlier
489,RTD,35.00,Outlier
489,Thermo-Optical,529.12,Outlier
489,Thermo-Acoustic,200.00,Valid
490,Thermocouple,25.66,Outlier
490,RTD,14.00,Outlier
490,Thermo-Optical,470.46,Outlier
490,Thermo-Acoustic,25.00,Outlier
491,Thermocouple,25.60,Outlier
491,RTD,46.00,Outlier
491,Thermo-Optical,406.98,Outlier
491,Thermo-Acoustic,100.00,Outlier
492,Thermocouple,25.57,Outlier
492,RTD,-1.00,Outlier
492,Thermo-Optical,559.47,Outlier
492,Thermo-Acoustic,250.00,Outlier
493,Thermocouple,25.66,Outlier
493,RTD,-12.00,Outlier
493,Thermo-Optical,538.77,Outlier
493,Thermo-Acoustic,125.00,Outlier
494,Thermocouple,25.72,Outlier
494,RTD,-8.00,Outlier
494,Thermo-Optical,578.10,Outlier
494,Thermo-Acoustic,200.00,Valid
495,Thermocouple,25.71,Outlier
495,RTD,48.00,Outlier
495,Thermo-Optical,578.10,Outlier
495,Thermo-Acoustic,75.00,Outlier
496,Thermocouple,25.71,Outlier
496,RTD,-12.00,Outlier
496,Thermo-Optical,553.79,Outlier
496,Thermo-Acoustic,50.00,Outlier
497,Thermocouple,25.59,Outlier
497,RTD,33.00,Outlier
497,Thermo-Optical,460.75,Outlier
497,Thermo-Acoustic,225.00,Outlier
498,Thermocouple,25.64,Outlier
498,RTD,46.00,Outlier
498,Thermo-Optical,455.66,Outlier
498,Thermo-Acoustic,125.00,Outlier
499,Thermocouple,25.53,Outlier
499,RTD,-23.00,Outlier
499,Thermo-Optical,556.65,Outlier
499,Thermo-Acoustic,75.00,Outlier
500,Thermocouple,25.50,Outlier
500,RTD,1.00,Outlier
500,Thermo-Optical,575.55,Outlier
500,Thermo-Acoustic,175.00,Outlier
501,Thermocouple,25.73,Outlier
501,RTD,-19.00,Outlier
501,Thermo-Optical,544.93,Outlier
501,Thermo-Acoustic,125.00,Outlier
502,Thermocouple,25.65,Outlier
502,RTD,48.00,Outlier
502,Thermo-Optical,522.37,Outlier
502,Thermo-Acoustic,150.00,Outlier
503,Thermocouple,25.68,Outlier
503,RTD,43.00,Outlier
503,Thermo-Optical,496.45,Outlier
503,Thermo-Acoustic,125.00,Outlier
504,Thermocouple,25.54,Outlier
504,RTD,-26.00,Outlier
504,Thermo-Optical,535.61,Outlier
504,Thermo-Acoustic,200.00,Outlier
505,Thermocouple,25.63,Outlier
505,RTD,26.00,Outlier
505,Thermo-Optical,455.66,Outlier
505,Thermo-Acoustic,250.00,Outlier
506,Thermocouple,25.64,Outlier
506,RTD,34.00,Outlier
506,Thermo-Optical,383.16,Outlier
506,Thermo-Acoustic,225.00,Outlier
507,Thermocouple,25.52,Outlier
507,RTD,49.00,Outlier
507,Thermo-Optical,450.39,Outlier
507,Thermo-Acoustic,225.00,Outlier
508,Thermocouple,25.62,Outlier
508,RTD,16.00,Outlier
508,Thermo-Optical,414.06,Outlier
508,Thermo-Acoustic,150.00,Valid
509,Thermocouple,25.68,Outlier
509,RTD,9.00,Outlier
509,Thermo-Optical,444.93,Outlier
509,Thermo-Acoustic,175.00,Outlier
510,Thermocouple,25.68,Outlier
510,RTD,-33.00,Outlier
510,Thermo-Optical,427.22,Outlier
510,Thermo-Acoustic,150.00,Outlier
511,Thermocouple,25.63,Outlier
511,RTD,26.00,Outlier
511,Thermo-Optical,496.45,Outlier
511,Thermo-Acoustic,250.00,Outlier
512,Thermocouple,25.51,Outlier
512,RTD,49.00,Outlier
512,Thermo-Optical,427.22,Outlier
512,Thermo-Acoustic,200.00,Outlier
513,Thermocouple,25.62,Outlier
513,RTD,38.00,Outlier
513,Thermo-Optical,522.37,Outlier
513,Thermo-Acoustic,150.00,Outlier
514,Thermocouple,25.57,Outlier
514,RTD,30.00,Outlier
514,Thermo-Optical,450.39,Outlier
514,Thermo-Acoustic,225.00,Outlier
515,Thermocouple,25.52,Outlier
515,RTD,26.00,Outlier
515,Thermo-Optical,444.93,Outlier
515,Thermo-Acoustic,25.00,Outlier
516,Thermocouple,25.57,Outlier
516,RTD,-39.00,Outlier
516,Thermo-Optical,475.09,Outlier
516,Thermo-Acoustic,25.00,Outlier
517,Thermocouple,25.55,Outlier
517,RTD,-37.00,Outlier
517,Thermo-Optical,427.22,Outlier
517,Thermo-Acoustic,200.00,Outlier
518,Thermocouple,25.53,Outlier
518,RTD,-6.00,Outlier
518,Thermo-Optical,414.06,Outlier
518,Thermo-Acoustic,25.00,Outlier
519,Thermocouple,25.51,Outlier
519,RTD,15.00,Outlier
519,Thermo-Optical,455.66,Outlier
519,Thermo-Acoustic,200.00,Outlier
520,Thermocouple,25.70,Outlier
520,RTD,10.00,Outlier
520,Thermo-Optical,580.62,Outlier
520,Thermo-Acoustic,50.00,Outlier
521,Thermocouple,25.55,Outlier
521,RTD,29.00,Outlier
521,Thermo-Optical,564.99,Outlier
521,Thermo-Acoustic,200.00,Valid
522,Thermocouple,25.55,Outlier
522,RTD,6.00,Outlier
522,Thermo-Optical,420.79,Outlier
522,Thermo-Acoustic,150.00,Valid
523,Thermocouple,25.55,Outlier
523,RTD,-28.00,Outlier
523,Thermo-Optical,475.09,Outlier
523,Thermo-Acoustic,150.00,Outlier
524,Thermocouple,25.68,Outlier
524,RTD,12.00,Outlier
524,Thermo-Optical,391.59,Outlier
524,Thermo-Acoustic,75.00,Outlier
525,Thermocouple,25.51,Outlier
525,RTD,9.00,Outlier
525,Thermo-Optical,580.62,Outlier
525,Thermo-Acoustic,150.00,Outlier
526,Thermocouple,25.60,Outlier
526,RTD,-40.00,Outlier
526,Thermo-Optical,547.93,Outlier
526,Thermo-Acoustic,75.00,Outlier
527,Thermocouple,25.65,Outlier
527,RTD,-12.00,Outlier
527,Thermo-Optical,556.65,Outlier
527,Thermo-Acoustic,250.00,Outlier
528,Thermocouple,25.60,Outlier
528,RTD,41.00,Outlier
528,Thermo-Optical,374.14,Outlier
528,Thermo-Acoustic,125.00,Outlier
529,Thermocouple,25.59,Outlier
529,RTD,-37.00,Outlier
529,Thermo-Optical,406.98,Outlier
529,Thermo-Acoustic,200.00,Outlier
530,Thermocouple,25.68,Outlier
530,RTD,21.00,Outlier
530,Thermo-Optical,541.88,Outlier
530,Thermo-Acoustic,175.00,Outlier
531,Thermocouple,25.72,Outlier
531,RTD,23.00,Outlier
531,Thermo-Optical,535.61,Outlier
531,Thermo-Acoustic,100.00,Outlier
532,Thermocouple,25.54,Outlier
532,RTD,25.00,Outlier
532,Thermo-Optical,444.93,Outlier
532,Thermo-Acoustic,100.00,Outlier
533,Thermocouple,25.52,Outlier
533,RTD,41.00,Outlier
533,Thermo-Optical,470.46,Outlier
533,Thermo-Acoustic,125.00,Outlier
534,Thermocouple,25.67,Outlier
534,RTD,-13.00,Outlier
534,Thermo-Optical,399.51,Outlier
534,Thermo-Acoustic,75.00,Outlier
535,Thermocouple,25.53,Outlier
535,RTD,34.00,Outlier
535,Thermo-Optical,470.46,Outlier
535,Thermo-Acoustic,75.00,Outlier
536,Thermocouple,25.72,Outlier
536,RTD,10.00,Outlier
536,Thermo-Optical,465.68,Outlier
536,Thermo-Acoustic,150.00,Outlier
537,Thermocouple,25.61,Outlier
537,RTD,-29.00,Outlier
537,Thermo-Optical,562.25,Outlier
537,Thermo-Acoustic,125.00,Outlier
538,Thermocouple,25.69,Outlier
538,RTD,-47.00,Outlier
538,Thermo-Optical,488.24,Outlier
538,Thermo-Acoustic,225.00,Outlier
539,Thermocouple,25.58,Outlier
539,RTD,14.00,Outlier
539,Thermo-Optical,488.24,Outlier
539,Thermo-Acoustic,250.00,Outlier
540,Thermocouple,25.62,Outlier
540,RTD,16.00,Outlier
540,Thermo-Optical,525.78,Outlier
540,Thermo-Acoustic,225.00,Outlier
541,Thermocouple,25.67,Outlier
541,RTD,27.00,Outlier
541,Thermo-Optical,570.34,Outlier
541,Thermo-Acoustic,250.00,Outlier
542,Thermocouple,25.66,Outlier
542,RTD,9.00,Outlier
542,Thermo-Optical,470.46,Outlier
542,Thermo-Acoustic,150.00,Outlier
543,Thermocouple,25.63,Outlier
543,RTD,-23.00,Outlier
543,Thermo-Optical,578.10,Outlier
543,Thermo-Acoustic,75.00,Outlier
544,Thermocouple,25.66,Outlier
544,RTD,-28.00,Outlier
544,Thermo-Optical,578.10,Outlier
544,Thermo-Acoustic,175.00,Outlier
545,Thermocouple,25.70,Outlier
545,RTD,-10.00,Outlier
545,Thermo-Optical,391.59,Outlier
545,Thermo-Acoustic,150.00,Outlier
546,Thermocouple,25.59,Outlier
546,RTD,32.00,Outlier
546,Thermo-Optical,508.05,Outlier
546,Thermo-Acoustic,50.00,Outlier
547,Thermocouple,25.51,Outlier
547,RTD,-10.00,Outlier
547,Thermo-Optical,522.37,Outlier
547,Thermo-Acoustic,75.00,Outlier
548,Thermocouple,25.60,Outlier
548,RTD,-20.00,Outlier
548,Thermo-Optical,547.93,Outlier
548,Thermo-Acoustic,25.00,Outlier
549,Thermocouple,25.56,Outlier
549,RTD,41.00,Outlier
549,Thermo-Optical,374.14,Outlier
549,Thermo-Acoustic,150.00,Valid
550,Thermocouple,25.72,Outlier
550,RTD,19.00,Outlier
550,Thermo-Optical,562.25,Outlier
550,Thermo-Acoustic,250.00,Outlier
551,Thermocouple,25.70,Outlier
551,RTD,40.00,Outlier
551,Thermo-Optical,383.16,Outlier
551,Thermo-Acoustic,125.00,Outlier
552,Thermocouple,25.58,Outlier
552,RTD,36.00,Outlier
552,Thermo-Optical,583.11,Outlier
552,Thermo-Acoustic,225.00,Outlier
553,Thermocouple,25.64,Outlier
553,RTD,-39.00,Outlier
553,Thermo-Optical,570.34,Outlier
553,Thermo-Acoustic,75.00,Outlier
554,Thermocouple,25.66,Outlier
554,RTD,11.00,Outlier
554,Thermo-Optical,496.45,Outlier
554,Thermo-Acoustic,100.00,Outlier
555,Thermocouple,25.66,Outlier
555,RTD,-41.00,Outlier
